Experiment	Strain	Environment	Experiment_Mut	Sel_coef	Mut	Gene	Avg_GR
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut2	-0.010075885470046805	Mut2	nearby KRE6	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut21	0.007303709974918838	Mut21	in RPL26B	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut22	0.01428617834303655	Mut22	in GPP1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut23	0.059674003869145904	Mut23	nearby RPS22A	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut24	-0.0182212759153027	Mut24	nearby YLR264C-A	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut25	0.07852756723208025	Mut25	in OXA1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut26	-0.01445736431476315	Mut26	nearby SNF7	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut27	-0.00634018359185813	Mut27	in CSR1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut28	0.1376725	Mut28	in UBP3	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut29	-0.00236187682009245	Mut29	in CPR6	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut3	0.00959023485000086	Mut3	in EAF1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut30	0.137790695765721	Mut30	in PIH1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut33	-0.03162558775166835	Mut33	in BUL1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut34	0.017140975371646796	Mut34	in PHO4	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut35	0.005618561896071898	Mut35	in RPL31B	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut36	0.0630489220655225	Mut36	in SPT8	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut39	0.0655595	Mut39	in MAC1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut40	-0.0404758153953514	Mut40	nearby YOL085W-A	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut41	-0.03613014483333335	Mut41	in STH1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut42	0.0583471595481467	Mut42	in GPA2	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut43	0.0018704145737469986	Mut43	in VAM6	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut44	0.011085888922750751	Mut44	in NOP16	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut45	-0.039258005985783856	Mut45	in MCK1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut46	-0.00587608903040135	Mut46	in SSK1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut47	0.0171225552632407	Mut47	in SLX5	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut49	0.0214965985751051	Mut49	nearby NUP188	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut5	0.049553115	Mut5	in VPS38	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut50	0.0129784825317855	Mut50	in SIR4	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut51	-0.002326480085625065	Mut51	nearby FIT2	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut52	0.037102205	Mut52	in MSL1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut53	-0.005545045345065605	Mut53	in UME6	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut55	0.0235337352059762	Mut55	in LAT1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut57	-0.012674039801829065	Mut57	nearby WHI2	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut58	-0.01146308643140569	Mut58	in KAP123	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut59	0.02125381927185556	Mut59	in RRP46	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut6	0.011048292251839089	Mut6	nearby MET2	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut60	0.0038613367845691353	Mut60	in RPL35B	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut62	-0.01345327204829105	Mut62	in RGS2	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut63	-0.014591603793309302	Mut63	in SLX8	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut64	-0.0038283495882736104	Mut64	in YOR139C	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut66	0.020284244284204698	Mut66	in PPM1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut67	0.05398026447834385	Mut67	in PTR3	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut68	4.151085448000219e-07	Mut68	nearby OST4	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut69	0.10197200511250451	Mut69	in BRR1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut7	0.011311404213968935	Mut7	in FUN30	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut70	0.008882077716308123	Mut70	in MME1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut71	0.014465337877597271	Mut71	in RSC30	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut72	-0.013193305848798255	Mut72	in RPS14B	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut73	-0.013228509355316425	Mut73	nearby SRP40	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut75	0.0775177654860633	Mut75	in SPT8	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut76	0.0037510622417749	Mut76	in RTG1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut77	0.0414349626880413	Mut77	in HFI1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut78	0.0527049327402734	Mut78	nearby HO	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut79	0.0348417742	Mut79	in PHO4	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut80	-0.0252443086850825	Mut80	in UBP1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut81	0.024453123195372052	Mut81	in RPL2A	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut82	0.0008787702863597008	Mut82	nearby PDE2	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut83	0.01236604224102588	Mut83	in SIR4	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut84	0.006073013879980895	Mut84	nearby RPL16A	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut85	-0.00798409816454783	Mut85	in SLX8	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut86	0.00212891759335354	Mut86	in VPS36	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut88	-0.01088223554377867	Mut88	in STM1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut9	-0.004529860362093835	Mut9	in TRM9	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut91	-0.009977198139362719	Mut91	nearby COA6	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut92	0.009356380552843525	Mut92	in RPL16A	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut94	0.086919595	Mut94	nearby NCP1	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut95	0.06672629409383796	Mut95	in UBP3	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut96	-0.0006753221193203504	Mut96	nearby YOL085W-A	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut97	-0.0028914905007042992	Mut97	in RPL31B	0.061121432316707094
LK1-C09_37_SC7	LK1-C09	37_SC7	LK1-C09_37_SC7_Mut99	0.00379490815199902	Mut99	nearby TDA11	0.061121432316707094
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut1	-0.00792802169724793	Mut1	in TRP2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut10	0.0006221914063775293	Mut10	nearby MET4	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut101	-0.0057880443466079255	Mut101	in HOS4	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut102	-0.0003441187340796051	Mut102	nearby YSP2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut103	0.010316712061876801	Mut103	in SUM1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut104	0.011454649886438944	Mut104	in FUN30	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut105	0.01219171969596285	Mut105	in EBS1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut107	0.012721073591186446	Mut107	in PDE2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut108	0.0043108583140562	Mut108	in TRP2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut109	0.02571552	Mut109	nearby SRB2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut11	-0.008071354482847785	Mut11	nearby UTP22	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut110	0.0245006606575952	Mut110	in SCJ1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut114	0.02856229114212765	Mut114	in STE24	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut115	0.013902856055623799	Mut115	in FLC2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut117	0.062334863061570954	Mut117	in NOT3	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut119	-0.02099022172645649	Mut119	in CBS1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut120	-0.00206254940743599	Mut120	nearby RPL16A	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut121	0.0006038036537577698	Mut121	in COG8	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut122	-0.022138707757354548	Mut122	in SIR3	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut123	0.01065461273639643	Mut123	nearby SFP1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut124	-0.004896366149525376	Mut124	nearby NUP157	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut127	0.013715156584888	Mut127	in MPC2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut14	0.0266353858339598	Mut14	in DPB4	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut15	0.0295854163232855	Mut15	in OCA1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut16	0.007213397522470905	Mut16	in ADE5,7	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut17	-0.009143071184327944	Mut17	nearby KRI1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut18	4.2882971311151465e-06	Mut18	nearby PAH1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut19	-0.009327540688897355	Mut19	nearby CCW12	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut2	0.01101187939991385	Mut2	nearby KRE6	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut21	0.017570337634739003	Mut21	in RPL26B	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut22	0.01554123690024125	Mut22	in GPP1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut23	0.01356992865008326	Mut23	nearby RPS22A	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut24	-0.002397804572022632	Mut24	nearby YLR264C-A	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut25	-0.0524454521437321	Mut25	in OXA1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut26	0.001329479103213065	Mut26	nearby SNF7	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut27	-0.003168867548390625	Mut27	in CSR1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut29	0.011359548250530354	Mut29	in CPR6	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut3	0.00306879758490281	Mut3	in EAF1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut30	-0.02301537738264585	Mut30	in PIH1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut33	-0.03809186510668435	Mut33	in BUL1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut34	0.011008461448816976	Mut34	in PHO4	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut35	0.014580399582293652	Mut35	in RPL31B	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut36	0.011151662060146051	Mut36	in SPT8	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut39	0.0104864455	Mut39	in MAC1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut40	0.0307352887465674	Mut40	nearby YOL085W-A	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut41	-0.14151675	Mut41	in STH1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut42	0.023863750163115552	Mut42	in GPA2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut43	-0.012720859244180649	Mut43	in VAM6	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut44	0.011469755684661975	Mut44	in NOP16	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut45	-0.0426234089089018	Mut45	in MCK1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut46	-0.09623746415679141	Mut46	in SSK1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut47	-0.00913332311002106	Mut47	in SLX5	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut49	-0.0546047349344423	Mut49	nearby NUP188	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut5	-0.022998625400300024	Mut5	in VPS38	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut50	-0.023050427184764348	Mut50	in SIR4	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut51	-0.00301910407886616	Mut51	nearby FIT2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut52	-0.0129953307063144	Mut52	in MSL1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut53	-0.034838482701211995	Mut53	in UME6	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut55	0.01054206270918292	Mut55	in LAT1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut57	-0.0527196842118423	Mut57	nearby WHI2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut58	-0.0005499553633937001	Mut58	in KAP123	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut59	0.01061489393172204	Mut59	in RRP46	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut6	-0.002158870619657605	Mut6	nearby MET2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut60	0.0063977963441869505	Mut60	in RPL35B	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut61	-0.015766396624999998	Mut61	in GET2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut62	-0.012032918139585626	Mut62	in RGS2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut63	-0.018471906616281702	Mut63	in SLX8	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut64	-0.01608036216443097	Mut64	in YOR139C	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut66	0.004931847677767075	Mut66	in PPM1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut67	-0.0073319212124837675	Mut67	in PTR3	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut68	0.01917853255220835	Mut68	nearby OST4	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut69	0.013051578402022005	Mut69	in BRR1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut7	0.013305854355256951	Mut7	in FUN30	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut70	0.02156976757655975	Mut70	in MME1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut71	-0.026529144969930002	Mut71	in RSC30	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut72	-0.0013399093061821203	Mut72	in RPS14B	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut73	0.0005187370759248597	Mut73	nearby SRP40	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut75	0.02920391568931025	Mut75	in SPT8	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut76	-0.00618343120808832	Mut76	in RTG1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut77	-0.00239794030269897	Mut77	in HFI1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut78	0.006585564627888561	Mut78	nearby HO	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut79	-0.007724858033251445	Mut79	in PHO4	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut80	0.0179790797060239	Mut80	in UBP1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut81	0.0218515426225458	Mut81	in RPL2A	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut82	-0.02357314548314986	Mut82	nearby PDE2	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut83	-0.0203178887099119	Mut83	in SIR4	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut84	0.0165211379006008	Mut84	nearby RPL16A	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut85	-0.010550121566080987	Mut85	in SLX8	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut86	-0.0756559217664766	Mut86	in VPS36	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut88	0.00804197101105456	Mut88	in STM1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut9	-0.009416704907438816	Mut9	in TRM9	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut91	0.0006771461344104825	Mut91	nearby COA6	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut92	0.0107275969406712	Mut92	in RPL16A	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut94	0.0005844202086487799	Mut94	nearby NCP1	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut95	0.01986241913485745	Mut95	in UBP3	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut96	0.0288878781492808	Mut96	nearby YOL085W-A	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut97	0.011248487358694634	Mut97	in RPL31B	0.20807467675322602
LK1-F05_30_SC3	LK1-F05	30_SC3	LK1-F05_30_SC3_Mut99	0.0013409258781578999	Mut99	nearby TDA11	0.20807467675322602
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut1	-0.001396966416203341	Mut1	in TRP2	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut10	-0.03445749427216395	Mut10	nearby MET4	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut101	0.01340992171217325	Mut101	in HOS4	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut102	-0.0001410321170295116	Mut102	nearby YSP2	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut103	-0.042680224839371506	Mut103	in SUM1	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut104	-0.0018183296054070854	Mut104	in FUN30	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut105	0.026959635021041498	Mut105	in EBS1	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut107	-0.10353803308515774	Mut107	in PDE2	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut108	-0.027498999261321076	Mut108	in TRP2	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut109	-0.008642875	Mut109	nearby SRB2	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut11	-0.00013758890626459994	Mut11	nearby UTP22	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut110	0.002127039735037514	Mut110	in SCJ1	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut114	-0.007290054608741721	Mut114	in STE24	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut115	0.01390942462504265	Mut115	in FLC2	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut117	0.061946531510895346	Mut117	in NOT3	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut119	0.021809560156752568	Mut119	in CBS1	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut120	0.0085816010153049	Mut120	nearby RPL16A	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut121	-0.01209416387105635	Mut121	in COG8	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut122	-0.0005297506676891451	Mut122	in SIR3	0.3210109401660325
LK1-F05_30_SC5	LK1-F05	30_SC5	LK1-F05_30_SC5_Mut123	0.01567233689102755	Mut123	nearby SFP1	0.3210109401660325
