Strain	Environment	Experiment	Avg_GR	DFE_mean	DFE_graph	pretend_series1	pretend_series2	Env_GR	Env_series
LK2-A10	37_SC5	LK2-A10_37_SC5	0.2581620289779665	-0.00036003379715186746	DFEs/LK2-A10_37_SC5_dfe.png	0.8639540346370764;0.06651065897008113;0.8344567450392915;0.6598758676360711;0.7310599437555649;0.9805395367021985	0.38350939025392494;0.19473971781207622;0.6597564881406349;0.634668495440792;0.6026878008236182;0.8108069533421911	0.2581620289779665;0.21952918164312;0.2893732665177945;0.25148492944920453;0.2536573797391185;0.140196235461451	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-A10	37_SC7	LK2-A10_37_SC7	0.2536573797391185	-0.010870810419333757	DFEs/LK2-A10_37_SC7_dfe.png	0.2893721152648383;0.3832087936470834;0.5934771617124085;0.40985191418847167;0.052797662834368375;0.06005707724002873	0.6442571643960705;0.8466502627489724;0.8212019090741498;0.6897714113035336;0.23076798478255367;0.9291373767257785	0.2581620289779665;0.21952918164312;0.2893732665177945;0.25148492944920453;0.2536573797391185;0.140196235461451	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-A12	30_SC3	LK2-A12_30_SC3	0.11535117954829999	0.015463030374856404	DFEs/LK2-A12_30_SC3_dfe.png	0.9456782614693251;0.8483718336569172;0.7806069448228025;0.5950238972244496;0.2292203263218705;0.5657689853845423	0.16316254610737668;0.43668155311730694;0.284702356605796;0.9594593035425669;0.5113975869673946;0.8727124201864417	0.25910257496612754;0.25786543589984157;0.3445769511399035;0.26267917863454704;0.1812114679383045;0.11535117954829999	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-A12	30_SC5	LK2-A12_30_SC5	0.3445769511399035	-0.00803318356007743	DFEs/LK2-A12_30_SC5_dfe.png	0.6958974226601125;0.9415709362531067;0.5852294868235949;0.6206985976295303;0.08087648834266103;0.6343735749061659	0.14546891339390788;0.010112967520688354;0.5539950234998341;0.3284611033966446;0.5230656019304852;0.5232575944447255	0.25910257496612754;0.25786543589984157;0.3445769511399035;0.26267917863454704;0.1812114679383045;0.11535117954829999	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-A12	30_SC7	LK2-A12_30_SC7	0.26267917863454704	-0.00891601874739931	DFEs/LK2-A12_30_SC7_dfe.png	0.236252867567468;0.47910957804784504;0.060185610536798606;0.4719570706005851;0.9560678404811893;0.19048530078257975	0.34643288745053724;0.5992597906388922;0.2888875700905139;0.8078220999977177;0.2045378780795638;0.13807882058083798	0.25910257496612754;0.25786543589984157;0.3445769511399035;0.26267917863454704;0.1812114679383045;0.11535117954829999	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-A12	37_SC3	LK2-A12_37_SC3	0.25786543589984157	-0.0025608013123103565	DFEs/LK2-A12_37_SC3_dfe.png	0.13768476232397064;0.8737422066312308;0.07282256471468074;0.7005167617594785;0.5501537632343257;0.19309606556793235	0.9252101145845794;0.05819542264593913;0.9178983134844599;0.3748421212366355;0.9648273525908356;0.1941764309749736	0.25910257496612754;0.25786543589984157;0.3445769511399035;0.26267917863454704;0.1812114679383045;0.11535117954829999	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-A12	37_SC5	LK2-A12_37_SC5	0.25910257496612754	0.007043116825986954	DFEs/LK2-A12_37_SC5_dfe.png	0.3448983971104713;0.49673713247432727;0.46371292290347765;0.7424171191116471;0.45363516102699686;0.22590625894197947	0.4588925767582358;0.43399655042144614;0.7615825224244801;0.48329784029600464;0.7008157986861282;0.4226791065842347	0.25910257496612754;0.25786543589984157;0.3445769511399035;0.26267917863454704;0.1812114679383045;0.11535117954829999	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-A12	37_SC7	LK2-A12_37_SC7	0.1812114679383045	-0.008554837918072085	DFEs/LK2-A12_37_SC7_dfe.png	0.6059730083753676;0.5387843671715211;0.8431265189485617;0.74074355917049;0.7144709787608785;0.5682357803217057	0.8087546112415639;0.08013205237509857;0.3230651275161268;0.3099303184240989;0.1709185101847308;0.6201891592018832	0.25910257496612754;0.25786543589984157;0.3445769511399035;0.26267917863454704;0.1812114679383045;0.11535117954829999	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-B07	30_SC3	LK2-B07_30_SC3	0.161176863289368	0.009158187007764542	DFEs/LK2-B07_30_SC3_dfe.png	0.7292341934499657;0.9337411482154462;0.5004683580106424;0.7418288416765245;0.8333097141877839;0.6023177750816399	0.0327353844817746;0.14868383386849016;0.3177563523807394;0.15943576738038157;0.06860901110151207;0.6331101614796287	0.347120185142244;0.332609385109785;0.38192792771698003;0.3197939340354915;0.29254595544592554;0.161176863289368	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-B07	30_SC5	LK2-B07_30_SC5	0.38192792771698003	-0.017529149973144715	DFEs/LK2-B07_30_SC5_dfe.png	0.29096319529519044;0.8889736483747583;0.5594233937004308;0.17766301390783756;0.24954974538082197;0.49755841146724555	0.24613214942020023;0.6886721804759891;0.8229138007502248;0.30736967616644495;0.26446197017108586;0.7361846056677679	0.347120185142244;0.332609385109785;0.38192792771698003;0.3197939340354915;0.29254595544592554;0.161176863289368	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-B07	30_SC7	LK2-B07_30_SC7	0.3197939340354915	-0.018699112267923364	DFEs/LK2-B07_30_SC7_dfe.png	0.27673600194451775;0.02994600666721925;0.717057705069597;0.4547770284586843;0.5981191279173369;0.6502456345044352	0.5842140831473278;0.08335674242657543;0.13841712586868338;0.8359859665230057;0.38403466083006976;0.6199529976361604	0.347120185142244;0.332609385109785;0.38192792771698003;0.3197939340354915;0.29254595544592554;0.161176863289368	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-B07	37_SC3	LK2-B07_37_SC3	0.332609385109785	-0.012046075675152174	DFEs/LK2-B07_37_SC3_dfe.png	0.3941367759680292;0.22604214553789526;0.1807893525582117;0.2936016830896715;0.7759709991008326;0.227979352639607	0.32878774735648697;0.43887567327739363;0.09492391876779693;0.997371482570259;0.836673180991938;0.3968009114849905	0.347120185142244;0.332609385109785;0.38192792771698003;0.3197939340354915;0.29254595544592554;0.161176863289368	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-B07	37_SC5	LK2-B07_37_SC5	0.347120185142244	-0.013612953401380848	DFEs/LK2-B07_37_SC5_dfe.png	0.9237826951015737;0.4343654679176536;0.9825240897843687;0.9926719002345458;0.9670649391869525;0.8524501371190697	0.9877180298723844;0.9665770525918104;0.5413127368173577;0.16673758372704572;0.08496577792121851;0.19238683106323018	0.347120185142244;0.332609385109785;0.38192792771698003;0.3197939340354915;0.29254595544592554;0.161176863289368	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-B07	37_SC7	LK2-B07_37_SC7	0.29254595544592554	-0.02404652060215534	DFEs/LK2-B07_37_SC7_dfe.png	0.3900356621848158;0.4729710461218626;0.29872148175477165;0.05263299481307604;0.6830889441012535;0.4256809419118558	0.3259183717123143;0.08933261314415974;0.09873862344237871;0.3696478875686008;0.9462156417784439;0.9711343673456909	0.347120185142244;0.332609385109785;0.38192792771698003;0.3197939340354915;0.29254595544592554;0.161176863289368	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D05	30_SC3	LK2-D05_30_SC3	0.1660673949157105	0.004880531101307293	DFEs/LK2-D05_30_SC3_dfe.png	0.9307657687545929;0.489756621730134;0.06672918717509047;0.5933725394232271;0.6316411569863277;0.450366760389986	0.03311604350965569;0.7530270077561028;0.9622562743711645;0.4573624865672359;0.15429211641642382;0.9064030183556735	0.31339446050016395;0.2834032412757315;0.30276130170893745;0.25772112561951455;0.28436548909405857;0.1660673949157105	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D05	30_SC5	LK2-D05_30_SC5	0.30276130170893745	-0.0037742601316340723	DFEs/LK2-D05_30_SC5_dfe.png	0.7651167967599128;0.44764358667980353;0.3976873289645194;0.05890000525983463;0.7403393689788665;0.2317545295789908	0.7355698078500644;0.5299718232737213;0.4031479779581515;0.0904870003650875;0.27841875124485127;0.2913736892026293	0.31339446050016395;0.2834032412757315;0.30276130170893745;0.25772112561951455;0.28436548909405857;0.1660673949157105	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D05	30_SC7	LK2-D05_30_SC7	0.25772112561951455	-0.01181394448502804	DFEs/LK2-D05_30_SC7_dfe.png	0.08839521331616285;0.7292437898530246;0.042568108053129605;0.7073387592143002;0.5220858718809936;0.27581667567469836	0.1888797508980562;0.8056557876528303;0.9176036063380452;0.5588611574081102;0.44434272080323867;0.49753775353382945	0.31339446050016395;0.2834032412757315;0.30276130170893745;0.25772112561951455;0.28436548909405857;0.1660673949157105	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D05	37_SC3	LK2-D05_37_SC3	0.2834032412757315	-0.008065303377821473	DFEs/LK2-D05_37_SC3_dfe.png	0.33970151711553553;0.95708362426016;0.4170177872567765;0.5788955619737971;0.14902938476902527;0.079150242096106	0.009123655857887103;0.956825851130683;0.8772926027720661;0.7374663984069892;0.8912473355994089;0.8425901539805323	0.31339446050016395;0.2834032412757315;0.30276130170893745;0.25772112561951455;0.28436548909405857;0.1660673949157105	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D05	37_SC5	LK2-D05_37_SC5	0.31339446050016395	-0.013150634834185309	DFEs/LK2-D05_37_SC5_dfe.png	0.6816741927011234;0.26354563719282786;0.8875741377012935;0.24021006963185;0.5680509587631536;0.5275484292543451	0.10426392190188671;0.1248043370200127;0.1499876550586613;0.5843639921149595;0.3389091089588627;0.019659137736802723	0.31339446050016395;0.2834032412757315;0.30276130170893745;0.25772112561951455;0.28436548909405857;0.1660673949157105	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D05	37_SC7	LK2-D05_37_SC7	0.28436548909405857	-0.027078693856357368	DFEs/LK2-D05_37_SC7_dfe.png	0.9418784181216873;0.6779268391216493;0.7320254308747391;0.041358134009329084;0.7496965011760036;0.7793377208621967	0.27459429064109186;0.29840555420166515;0.01810971866581823;0.1614005202136246;0.12718681975651935;0.14968405247012806	0.31339446050016395;0.2834032412757315;0.30276130170893745;0.25772112561951455;0.28436548909405857;0.1660673949157105	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D07	30_SC3	LK2-D07_30_SC3	0.23826219746560448	0.0041560347530692114	DFEs/LK2-D07_30_SC3_dfe.png	0.9201248056224389;0.0439227437101436;0.12526218024776514;0.5934477354250783;0.8785087981675128;0.34988940514794187	0.02719172991058849;0.8891298876012608;0.5223430833524288;0.8927528654724323;0.7338928714366659;0.5104634485349338	0.31510848697925553;0.29888527060686;0.3865536388528925;0.3060615728067395;0.245743768576581;0.23826219746560448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D07	30_SC5	LK2-D07_30_SC5	0.3865536388528925	-0.015512072982932518	DFEs/LK2-D07_30_SC5_dfe.png	0.04720193947057949;0.9334010324162428;0.9101393409338002;0.0902305210626726;0.17057688335363408;0.7498710975356088	0.7818887397409748;0.33340763028047526;0.5020178998362169;0.6510952723246005;0.7663736065577534;0.7237871544348216	0.31510848697925553;0.29888527060686;0.3865536388528925;0.3060615728067395;0.245743768576581;0.23826219746560448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D07	30_SC7	LK2-D07_30_SC7	0.3060615728067395	-0.014021738706010136	DFEs/LK2-D07_30_SC7_dfe.png	0.0549140527651486;0.6617038996733605;0.43474228479305044;0.3997489411069304;0.2599471013866381;0.8596422854172133	0.8026157523369054;0.8030223803240395;0.8407447179767413;0.6946416415132167;0.07281877958012806;0.9457369050332274	0.31510848697925553;0.29888527060686;0.3865536388528925;0.3060615728067395;0.245743768576581;0.23826219746560448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D07	37_SC3	LK2-D07_37_SC3	0.29888527060686	-0.005778467288207945	DFEs/LK2-D07_37_SC3_dfe.png	0.7742094922014624;0.030544882477513635;0.7435582403298506;0.5421969139310715;0.8753789630906752;0.7243965656515561	0.830906217583851;0.5224005716579262;0.5131103692452992;0.9656926089300973;0.24823308555971868;0.2840619933167843	0.31510848697925553;0.29888527060686;0.3865536388528925;0.3060615728067395;0.245743768576581;0.23826219746560448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D07	37_SC5	LK2-D07_37_SC5	0.31510848697925553	-0.009634633402687302	DFEs/LK2-D07_37_SC5_dfe.png	0.8821891575250034;0.15462499183345602;0.6932761868528848;0.8043184304203311;0.9984129697289096;0.38496705687601296	0.3364187873365382;0.519049940674446;0.9689138287511909;0.8516280324178986;0.2386944661874697;0.9090179713173493	0.31510848697925553;0.29888527060686;0.3865536388528925;0.3060615728067395;0.245743768576581;0.23826219746560448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-D07	37_SC7	LK2-D07_37_SC7	0.245743768576581	-0.017007924848706942	DFEs/LK2-D07_37_SC7_dfe.png	0.565972411424755;0.6622740607101746;0.9181188368147607;0.7033196774655924;0.8552135397335417;0.9494999316740604	0.21830171128161313;0.9850336640273711;0.19114682269159278;0.11936994247491906;0.5080469233617769;0.5178185101643742	0.31510848697925553;0.29888527060686;0.3865536388528925;0.3060615728067395;0.245743768576581;0.23826219746560448	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-E08	30_SC3	LK2-E08_30_SC3	0.09568616601146575	0.021326112113314068	DFEs/LK2-E08_30_SC3_dfe.png	0.002516221275342234;0.6842982761385457;0.022923213281519472;0.8177876771214532;0.9238796855143069;0.25835619769530294	0.2430762341294781;0.9058359155865856;0.7972554559076406;0.7288666681351226;0.8985563178890608;0.46578441731959475	0.262685691599928;0.258807513213983;0.240309996655533;0.25439001153336704;0.21772411231246352;0.09568616601146575	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-E08	30_SC5	LK2-E08_30_SC5	0.240309996655533	0.00992307163688946	DFEs/LK2-E08_30_SC5_dfe.png	0.60571746213465;0.9106000353423523;0.5093806497188674;0.7550132051387494;0.8439049886876069;0.3318258042707283	0.39687260858703044;0.3892707019723549;0.9621996503282294;0.9559716270258835;0.9545833861163127;0.37651686423078357	0.262685691599928;0.258807513213983;0.240309996655533;0.25439001153336704;0.21772411231246352;0.09568616601146575	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-E08	30_SC7	LK2-E08_30_SC7	0.25439001153336704	-0.009795713108764549	DFEs/LK2-E08_30_SC7_dfe.png	0.6885240055572991;0.9196427075489036;0.820391793487683;0.2601279728441692;0.29158795217513755;0.9950967737732779	0.17902237640692564;0.6933576052528464;0.7203705340571396;0.6657379901416478;0.21370221016238955;0.4956292358100305	0.262685691599928;0.258807513213983;0.240309996655533;0.25439001153336704;0.21772411231246352;0.09568616601146575	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-E08	37_SC3	LK2-E08_37_SC3	0.258807513213983	-0.006439227822805984	DFEs/LK2-E08_37_SC3_dfe.png	0.5408708118657208;0.3497919661249701;0.8507362752031311;0.1449750650976468;0.9976341116549993;0.8280634062671246	0.7111895671695725;0.6442176856519294;0.22307483754286983;0.04737354278095518;0.914095531045415;0.09863318391127485	0.262685691599928;0.258807513213983;0.240309996655533;0.25439001153336704;0.21772411231246352;0.09568616601146575	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-E08	37_SC5	LK2-E08_37_SC5	0.262685691599928	-0.011307731977578308	DFEs/LK2-E08_37_SC5_dfe.png	0.8215021267017286;0.8730625241202662;0.6812861347190268;0.5819518873542935;0.6701867226470012;0.36212156588008193	0.46346720711119926;0.8322568631562228;0.7477938891959807;0.7615676165563967;0.37369886951078546;0.3180125714354607	0.262685691599928;0.258807513213983;0.240309996655533;0.25439001153336704;0.21772411231246352;0.09568616601146575	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-E08	37_SC7	LK2-E08_37_SC7	0.21772411231246352	-0.0214265453881253	DFEs/LK2-E08_37_SC7_dfe.png	0.6120796654747411;0.10316962820588971;0.09362413434937666;0.1598026502242238;0.6467774992609061;0.02676303966385163	0.681214507461732;0.12337966211370277;0.8808200236753227;0.26416918692121427;0.8198352077441202;0.21248202930323468	0.262685691599928;0.258807513213983;0.240309996655533;0.25439001153336704;0.21772411231246352;0.09568616601146575	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-F04	30_SC3	LK2-F04_30_SC3	0.14289677049846766	0.017569364384108443	DFEs/LK2-F04_30_SC3_dfe.png	0.9774249166734772;0.6448904843064601;0.8704897158312518;0.7495008171018369;0.3531814576809006;0.12336673333777559	0.9521774677142952;0.6733404905005757;0.1089802106581218;0.4229375033449464;0.8835044100359758;0.3752508912239658	0.350692936971276;0.31311928882245754;0.26726847876676746;0.2230193445391595;0.0684449232373864;0.14289677049846766	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-F04	30_SC5	LK2-F04_30_SC5	0.26726847876676746	0.0022010381935961285	DFEs/LK2-F04_30_SC5_dfe.png	0.49101362037362073;0.9290625733593186;0.9614167128875712;0.7883154959311711;0.7715244851495732;0.48883619803419043	0.37569094233278477;0.29134348577570335;0.6163837802153175;0.8259145852337348;0.44331699604448227;0.062307534812291565	0.350692936971276;0.31311928882245754;0.26726847876676746;0.2230193445391595;0.0684449232373864;0.14289677049846766	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-F04	30_SC7	LK2-F04_30_SC7	0.2230193445391595	-0.0016611988619860563	DFEs/LK2-F04_30_SC7_dfe.png	0.5142014746273039;0.6734153019901373;0.3301536472198965;0.8585964743241119;0.69426983072877;0.4695438815667696	0.8137729530921725;0.7616427191411427;0.46149113267119013;0.5320646479562691;0.19502999653754172;0.045094218362519256	0.350692936971276;0.31311928882245754;0.26726847876676746;0.2230193445391595;0.0684449232373864;0.14289677049846766	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-F04	37_SC3	LK2-F04_37_SC3	0.31311928882245754	-0.011297559136438456	DFEs/LK2-F04_37_SC3_dfe.png	0.23142860827602763;0.29255948028733236;0.9166536837939986;0.6866874485975716;0.17622683801121541;0.2100752982509385	0.05891916417644971;0.018497181336792567;0.266283198176282;0.7485047547817775;0.6182980458006804;0.09651803834385964	0.350692936971276;0.31311928882245754;0.26726847876676746;0.2230193445391595;0.0684449232373864;0.14289677049846766	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-F04	37_SC5	LK2-F04_37_SC5	0.350692936971276	-0.013798927403675037	DFEs/LK2-F04_37_SC5_dfe.png	0.35733766319044713;0.36368800105380117;0.17213720604145188;0.06875637627509978;0.3863639331224712;0.05740573998130327	0.015644423493677784;0.5971423875397974;0.39264229289662167;0.05307161032849561;0.9713716040038832;0.9566795120716172	0.350692936971276;0.31311928882245754;0.26726847876676746;0.2230193445391595;0.0684449232373864;0.14289677049846766	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK2-F04	37_SC7	LK2-F04_37_SC7	0.0684449232373864	0.04723890103159194	DFEs/LK2-F04_37_SC7_dfe.png	0.8741499240340115;0.19606357122816787;0.15726142593022918;0.12875838994723565;0.3032297835094999;0.48712449408264047	0.7507944842058877;0.2872904337830646;0.08314345326946648;0.1577542497765395;0.28327196118583275;0.18217709368906576	0.350692936971276;0.31311928882245754;0.26726847876676746;0.2230193445391595;0.0684449232373864;0.14289677049846766	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B08	30_SC3	LK3-B08_30_SC3	0.21972371163085447	0.0018008058052615171	DFEs/LK3-B08_30_SC3_dfe.png	0.3517642513191245;0.043169608215765765;0.18047533792616643;0.2866396645633361;0.6840129037797643;0.8536979774511368	0.6422220028015512;0.12638221733324317;0.4886957761780989;0.21498465418001167;0.0933220339736257;0.7666187520518056	0.31628744548736454;0.305584033673911;0.329771020126017;0.26553291101982546;0.25163238742188;0.21972371163085447	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B08	30_SC5	LK3-B08_30_SC5	0.329771020126017	-0.007129406978499619	DFEs/LK3-B08_30_SC5_dfe.png	0.5810966216377006;0.9407096244568371;0.9850023626455586;0.09753291328254898;0.3124458893830555;0.9737903992199595	0.7755843877137482;0.04661798375182524;0.21241004602786606;0.2368760674140853;0.20710929994651173;0.6731124760350036	0.31628744548736454;0.305584033673911;0.329771020126017;0.26553291101982546;0.25163238742188;0.21972371163085447	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B08	30_SC7	LK3-B08_30_SC7	0.26553291101982546	-0.005873342558177389	DFEs/LK3-B08_30_SC7_dfe.png	0.23313542157217448;0.47977149078638937;0.8451857503537707;0.11516146110455305;0.6103762146118076;0.7593267277529525	0.26298017470105095;0.22283841570656082;0.6231347919752473;0.5645277389032128;0.6727126900330271;0.5554459504405167	0.31628744548736454;0.305584033673911;0.329771020126017;0.26553291101982546;0.25163238742188;0.21972371163085447	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B08	37_SC3	LK3-B08_37_SC3	0.305584033673911	-0.009447965566060066	DFEs/LK3-B08_37_SC3_dfe.png	0.00273613103710435;0.334744690992827;0.21785790303663177;0.09195027215509655;0.1624967095160832;0.5390489845450973	0.015672904096697526;0.33351087172857286;0.5164517564116815;0.2974696351127377;0.004970712400730881;0.15139774166412723	0.31628744548736454;0.305584033673911;0.329771020126017;0.26553291101982546;0.25163238742188;0.21972371163085447	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B08	37_SC5	LK3-B08_37_SC5	0.31628744548736454	-0.00950091777422108	DFEs/LK3-B08_37_SC5_dfe.png	0.7609121564547194;0.2892885511019193;0.26057145286879735;0.6917809498730932;0.7662556709748332;0.5682986914122475	0.5790502418446107;0.9477226756455821;0.7528545264892297;0.34446538048726427;0.14926468724154818;0.16673502731402656	0.31628744548736454;0.305584033673911;0.329771020126017;0.26553291101982546;0.25163238742188;0.21972371163085447	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B08	37_SC7	LK3-B08_37_SC7	0.25163238742188	-0.014892064848551621	DFEs/LK3-B08_37_SC7_dfe.png	0.2142019477067575;0.863279275039929;0.8277221095082233;0.4413386167988598;0.19027827941265407;0.755923565562138	0.01899274903835968;0.03636746723017825;0.13966241148331715;0.9742588474170027;0.4875480894609955;0.7579024550957448	0.31628744548736454;0.305584033673911;0.329771020126017;0.26553291101982546;0.25163238742188;0.21972371163085447	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B10	30_SC3	LK3-B10_30_SC3	0.15776893945930848	0.0030540343191291556	DFEs/LK3-B10_30_SC3_dfe.png	0.057418655957024334;0.020700550245496885;0.5392726508740409;0.36459124206131066;0.5770048011811714;0.9909935030488075	0.5326198783714899;0.7089217388576011;0.34888836705453563;0.781485174463032;0.89927332977121;0.717714072835368	0.271353124477519;0.315812050446621;0.278735248941958;0.23770882338763705;0.08662467127816915;0.15776893945930848	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B10	30_SC5	LK3-B10_30_SC5	0.278735248941958	0.007380344831143964	DFEs/LK3-B10_30_SC5_dfe.png	0.7374575173948471;0.25593549099086943;0.006605733266112246;0.4465503181249645;0.4316690443367086;0.14036334771749592	0.5781794506560617;0.04742799498805228;0.42977317149530947;0.7995102069025564;0.7087342540501602;0.9815644670905046	0.271353124477519;0.315812050446621;0.278735248941958;0.23770882338763705;0.08662467127816915;0.15776893945930848	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B10	30_SC7	LK3-B10_30_SC7	0.23770882338763705	-0.01306304082840756	DFEs/LK3-B10_30_SC7_dfe.png	0.6546525396557452;0.4816132935599413;0.23466516473026322;0.8723863032931481;0.7907350643696059;0.8984265550625785	0.01564725509218401;0.3214989291360574;0.7963623676502183;0.9923347739899367;0.5176946301909701;0.5865742246254521	0.271353124477519;0.315812050446621;0.278735248941958;0.23770882338763705;0.08662467127816915;0.15776893945930848	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B10	37_SC3	LK3-B10_37_SC3	0.315812050446621	-0.01779336182859649	DFEs/LK3-B10_37_SC3_dfe.png	0.01641771893806232;0.08343576342225845;0.29130284116034955;0.6211962236492974;0.39297269263742607;0.06950455528854382	0.6057778281779768;0.717917073102681;0.7845648208127876;0.9329416769131886;0.7787717150957933;0.7445407501861951	0.271353124477519;0.315812050446621;0.278735248941958;0.23770882338763705;0.08662467127816915;0.15776893945930848	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B10	37_SC5	LK3-B10_37_SC5	0.271353124477519	-0.003954664945189882	DFEs/LK3-B10_37_SC5_dfe.png	0.5705689016656654;0.4737685291671063;0.45643666935677885;0.6232318808613365;0.7712421498980195;0.12129137428400616	0.6504964010706982;0.5725732922073649;0.9007095882819104;0.3900980240199876;0.29660948740922344;0.3736248156582277	0.271353124477519;0.315812050446621;0.278735248941958;0.23770882338763705;0.08662467127816915;0.15776893945930848	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-B10	37_SC7	LK3-B10_37_SC7	0.08662467127816915	0.016007406525481205	DFEs/LK3-B10_37_SC7_dfe.png	0.06986674913016411;0.2397262543121248;0.07440318297868975;0.62753177616758;0.7357965826348957;0.8906431600698324	0.9537079577059927;0.7389861363581548;0.9717404785738674;0.5189061067876334;0.031776547245996434;0.2388101575149998	0.271353124477519;0.315812050446621;0.278735248941958;0.23770882338763705;0.08662467127816915;0.15776893945930848	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C04	30_SC3	LK3-C04_30_SC3	0.1054768638460067	0.010101732564179108	DFEs/LK3-C04_30_SC3_dfe.png	0.24886676308427924;0.1981401757061083;0.7819997998672754;0.830745036847402;0.6712513815775958;0.3769384258938159	0.06571604386414132;0.724932542969779;0.3409843720051591;0.8696724580230182;0.19863025688886238;0.06097821128831038	0.2774776529126045;0.247080880643254;0.24225789923431898;0.19900169061635598;0.11574194867491314;0.1054768638460067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
LK3-C04	30_SC5	LK3-C04_30_SC5	0.24225789923431898	0.014381644512642375	DFEs/LK3-C04_30_SC5_dfe.png	0.4743353997892277;0.7988811833305303;0.03108298915003327;0.6363547438508103;0.30849793488882127;0.7222035108916308	0.6422861407176534;0.46370663531118905;0.2217874383470454;0.12123529354962759;0.19018498612638546;0.9601112774276104	0.2774776529126045;0.247080880643254;0.24225789923431898;0.19900169061635598;0.11574194867491314;0.1054768638460067	37_SC5;37_SC3;30_SC5;30_SC7;37_SC7;30_SC3
